VendaID,Data,LojaID,ProdutoID,VendedorID,Quantidade,PrecoUnitarioCentavos,CustoUnitarioCentavos,DescontoPct,Status
VEN00365,2025-06-29,L04,P05,VND08,3,11500,6650,0,Concluida
VEN00366,2025-09-04,L04,P02,VND08,2,6100,3500,5,Concluida
VEN00367,2025-01-23,L06,P01,VND11,1,4300,2450,0,Concluida
VEN00368,2025-01-15,L01,P04,VND02,3,9700,5600,5,Concluida
VEN00369,2025-11-20,L04,P07,VND07,4,15100,8750,10,Concluida
VEN00370,2025-04-26,L03,P07,VND05,1,15100,8750,10,Concluida
VEN00371,2025-04-22,L02,P08,VND03,3,16900,9800,10,Concluida
VEN00372,2025-07-08,L05,P07,VND10,5,15100,8750,5,Concluida
VEN00373,2025-01-04,L08,P04,VND15,5,9700,5600,0,Concluida
VEN00374,2025-01-04,L06,P09,VND11,5,18700,10850,10,Cancelada
VEN00375,2025-10-25,L01,P04,VND02,3,9700,5600,0,Concluida
VEN00376,2025-05-25,L04,P09,VND07,2,18700,10850,5,Concluida
VEN00377,2025-11-16,L08,P02,VND15,1,6100,3500,0,Concluida
VEN00378,2025-06-22,L01,P06,VND02,4,13300,7700,0,Concluida
VEN00379,2025-03-04,L07,P04,VND14,3,9700,5600,10,Concluida
VEN00380,2025-09-16,L04,P02,VND07,5,6100,3500,5,Concluida
VEN00381,2025-05-07,L02,P06,VND03,4,13300,7700,0,Concluida
VEN00382,2025-08-02,L02,P10,VND03,5,20500,11900,0,Concluida
VEN00383,2025-11-10,L04,P03,VND07,1,7900,4550,0,Concluida
VEN00384,2025-12-17,L01,P02,VND01,1,6100,3500,10,Concluida
VEN00385,2025-12-08,L06,P03,VND11,1,7900,4550,5,Concluida
VEN00386,2025-11-03,L06,P07,VND11,5,15100,8750,0,Concluida
VEN00387,2025-05-11,L02,P05,VND03,3,11500,6650,0,Concluida
VEN00388,2025-02-15,L08,P09,VND16,2,18700,10850,10,Concluida
VEN00389,2025-07-05,L04,P05,VND08,4,11500,6650,10,Concluida
VEN00390,2025-08-12,L08,P10,VND16,5,20500,11900,10,Concluida
VEN00391,2025-01-08,L01,P07,VND02,3,15100,8750,0,Cancelada
VEN00392,2025-08-07,L04,P09,VND07,1,18700,10850,0,Concluida
VEN00393,2025-04-05,L06,P09,VND11,3,18700,10850,0,Concluida
VEN00394,2025-01-12,L08,P06,VND15,5,13300,7700,5,Concluida
VEN00395,2025-05-17,L08,P04,VND15,4,9700,5600,5,Concluida
VEN00396,2025-10-15,L07,P12,VND14,1,24100,14000,0,Concluida
VEN00397,2025-08-31,L02,P01,VND03,2,4300,2450,0,Concluida
VEN00398,2025-07-26,L04,P12,VND07,3,24100,14000,0,Concluida
VEN00399,2025-01-15,L05,P09,VND10,5,18700,10850,10,Concluida
VEN00400,2025-04-24,L08,P01,VND15,4,4300,2450,5,Concluida
VEN00401,2025-02-28,L06,P07,VND12,1,15100,8750,0,Concluida
VEN00402,2025-03-16,L02,P11,VND03,2,22300,12950,0,Concluida
VEN00403,2025-08-08,L07,P06,VND13,2,13300,7700,0,Concluida
VEN00404,2025-04-26,L03,P01,VND06,4,4300,2450,10,Concluida
VEN00405,2025-01-10,L04,P07,VND08,2,15100,8750,0,Concluida
VEN00406,2025-06-20,L05,P07,VND10,2,15100,8750,10,Concluida
VEN00407,2025-06-30,L01,P09,VND02,3,18700,10850,0,Concluida
VEN00408,2025-07-08,L03,P03,VND05,3,7900,4550,10,Cancelada
VEN00409,2025-09-17,L05,P02,VND10,2,6100,3500,0,Concluida
VEN00410,2025-08-05,L03,P04,VND06,4,9700,5600,0,Concluida
VEN00411,2025-06-09,L08,P01,VND16,3,4300,2450,0,Concluida
VEN00412,2025-01-28,L02,P06,VND03,4,13300,7700,0,Concluida
VEN00413,2025-03-28,L03,P05,VND05,5,11500,6650,10,Concluida
VEN00414,2025-09-24,L02,P06,VND04,5,13300,7700,5,Concluida
VEN00415,2025-08-19,L04,P10,VND07,4,20500,11900,0,Concluida
VEN00416,2025-05-16,L02,P03,VND04,4,7900,4550,5,Concluida
VEN00417,2025-01-26,L05,P09,VND10,4,18700,10850,5,Concluida
VEN00418,2025-09-08,L01,P06,VND02,5,13300,7700,0,Concluida
VEN00419,2025-07-01,L05,P04,VND09,3,9700,5600,0,Concluida
VEN00420,2025-01-03,L08,P04,VND15,1,9700,5600,0,Concluida
VEN00421,2025-01-25,L05,P04,VND09,1,9700,5600,0,Concluida
VEN00422,2025-01-25,L03,P06,VND06,5,13300,7700,0,Concluida
VEN00423,2025-11-18,L01,P04,VND01,5,9700,5600,0,Concluida
VEN00424,2025-01-09,L08,P05,VND16,5,11500,6650,0,Concluida
VEN00425,2025-09-15,L01,P05,VND01,1,11500,6650,10,Cancelada
VEN00426,2025-01-20,L02,P01,VND03,5,4300,2450,5,Concluida
VEN00427,2025-10-05,L06,P02,VND11,2,6100,3500,5,Concluida
VEN00428,2025-07-16,L07,P12,VND14,4,24100,14000,10,Concluida
VEN00429,2025-12-28,L02,P05,VND03,2,11500,6650,10,Concluida
VEN00430,2025-06-20,L04,P08,VND08,4,16900,9800,0,Concluida
VEN00431,2025-07-17,L08,P08,VND16,4,16900,9800,5,Concluida
VEN00432,2025-09-24,L04,P08,VND07,5,16900,9800,0,Concluida
VEN00433,2025-03-18,L01,P02,VND01,4,6100,3500,0,Concluida
VEN00434,2025-03-14,L06,P04,VND11,1,9700,5600,10,Concluida
VEN00435,2025-01-06,L01,P07,VND01,5,15100,8750,5,Concluida
VEN00436,2025-10-11,L07,P10,VND13,2,20500,11900,0,Concluida
VEN00437,2025-03-22,L04,P07,VND07,5,15100,8750,0,Concluida
VEN00438,2025-08-05,L04,P08,VND07,5,16900,9800,0,Concluida
VEN00439,2025-12-29,L03,P07,VND06,5,15100,8750,10,Concluida
VEN00440,2025-10-28,L08,P11,VND16,5,22300,12950,0,Concluida
VEN00441,2025-10-27,L02,P11,VND03,2,22300,12950,5,Concluida
VEN00442,2025-05-23,L05,P03,VND10,2,7900,4550,0,Cancelada
VEN00443,2025-06-25,L04,P11,VND07,5,22300,12950,10,Concluida
VEN00444,2025-03-30,L06,P05,VND12,4,11500,6650,10,Concluida
VEN00445,2025-07-20,L02,P12,VND03,1,24100,14000,0,Concluida
VEN00446,2025-04-07,L07,P11,VND14,1,22300,12950,10,Concluida
VEN00447,2025-09-04,L07,P05,VND14,1,11500,6650,0,Concluida
VEN00448,2025-11-28,L02,P04,VND04,5,9700,5600,10,Concluida
VEN00449,2025-05-18,L07,P04,VND14,3,9700,5600,0,Concluida
VEN00450,2025-12-10,L05,P07,VND09,1,15100,8750,5,Concluida
VEN00451,2025-12-06,L08,P09,VND15,3,18700,10850,0,Concluida
VEN00452,2025-11-10,L01,P05,VND01,1,11500,6650,5,Concluida
VEN00453,2025-01-25,L07,P12,VND13,1,24100,14000,0,Concluida
VEN00454,2025-11-15,L06,P07,VND12,1,15100,8750,5,Concluida
VEN00455,2025-04-10,L07,P03,VND14,4,7900,4550,0,Concluida
VEN00456,2025-11-19,L05,P09,VND09,1,18700,10850,0,Concluida
VEN00457,2025-01-22,L02,P07,VND04,3,15100,8750,0,Concluida
VEN00458,2025-02-23,L04,P05,VND07,4,11500,6650,0,Concluida
VEN00459,2025-04-19,L03,P12,VND06,1,24100,14000,0,Cancelada
VEN00460,2025-11-14,L03,P11,VND05,5,22300,12950,10,Concluida
VEN00461,2025-11-20,L03,P06,VND05,1,13300,7700,0,Concluida
VEN00462,2025-01-04,L02,P06,VND04,2,13300,7700,10,Concluida
VEN00463,2025-08-16,L01,P12,VND02,2,24100,14000,0,Concluida
VEN00464,2025-07-25,L04,P04,VND07,2,9700,5600,0,Concluida
VEN00465,2025-09-10,L05,P06,VND09,5,13300,7700,0,Concluida
VEN00466,2025-02-06,L06,P07,VND11,4,15100,8750,0,Concluida
VEN00467,2025-10-17,L04,P08,VND07,3,16900,9800,10,Concluida
VEN00468,2025-12-12,L05,P01,VND10,4,4300,2450,10,Concluida
VEN00469,2025-09-20,L03,P01,VND05,1,4300,2450,0,Concluida
VEN00470,2025-11-01,L08,P08,VND16,5,16900,9800,10,Concluida
VEN00471,2025-02-05,L08,P05,VND16,1,11500,6650,10,Concluida
VEN00472,2025-03-08,L02,P05,VND04,2,11500,6650,0,Concluida
VEN00473,2025-08-21,L07,P11,VND13,1,22300,12950,10,Concluida
VEN00474,2025-11-03,L07,P07,VND14,1,15100,8750,5,Concluida
VEN00475,2025-07-06,L02,P10,VND04,4,20500,11900,5,Concluida
VEN00476,2025-06-27,L07,P12,VND13,3,24100,14000,10,Cancelada
VEN00477,2025-02-20,L03,P12,VND06,5,24100,14000,5,Concluida
VEN00478,2025-06-03,L07,P11,VND13,1,22300,12950,10,Concluida
VEN00479,2025-09-05,L04,P09,VND07,4,18700,10850,10,Concluida
VEN00480,2025-02-26,L05,P09,VND10,3,18700,10850,0,Concluida
VEN00481,2025-09-24,L03,P06,VND06,5,13300,7700,0,Concluida
VEN00482,2025-11-15,L08,P08,VND16,1,16900,9800,10,Concluida
VEN00483,2025-05-01,L03,P01,VND06,5,4300,2450,5,Concluida
VEN00484,2025-07-28,L04,P12,VND08,3,24100,14000,10,Concluida
VEN00485,2025-04-07,L06,P05,VND11,4,11500,6650,0,Concluida
VEN00486,2025-07-06,L04,P07,VND07,2,15100,8750,0,Concluida
VEN00487,2025-05-12,L06,P10,VND11,1,20500,11900,0,Concluida
VEN00488,2025-02-05,L01,P10,VND02,5,20500,11900,5,Concluida
VEN00489,2025-05-31,L04,P01,VND08,1,4300,2450,5,Concluida
VEN00490,2025-07-13,L06,P02,VND11,4,6100,3500,5,Concluida
VEN00491,2025-05-14,L06,P09,VND12,1,18700,10850,5,Concluida
VEN00492,2025-02-14,L04,P02,VND08,3,6100,3500,0,Concluida
VEN00493,2025-03-19,L07,P03,VND13,1,7900,4550,10,Cancelada
VEN00494,2025-09-29,L07,P06,VND13,2,13300,7700,10,Concluida
VEN00495,2025-12-30,L08,P01,VND16,1,4300,2450,5,Concluida
VEN00496,2025-04-27,L04,P02,VND07,4,6100,3500,10,Concluida
VEN00497,2025-03-15,L03,P07,VND05,1,15100,8750,5,Concluida
VEN00498,2025-02-09,L07,P08,VND13,4,16900,9800,5,Concluida
VEN00499,2025-06-20,L01,P08,VND02,2,16900,9800,10,Concluida
VEN00500,2025-08-15,L03,P02,VND05,3,6100,3500,0,Concluida
VEN00501,2025-07-22,L04,P08,VND08,1,16900,9800,0,Concluida
VEN00502,2025-10-01,L02,P05,VND04,3,11500,6650,0,Concluida
VEN00503,2025-07-26,L02,P07,VND03,1,15100,8750,10,Concluida
VEN00504,2025-01-03,L04,P11,VND07,1,22300,12950,5,Concluida
VEN00505,2025-08-26,L03,P11,VND06,1,22300,12950,0,Concluida
VEN00506,2025-09-16,L06,P05,VND12,4,11500,6650,10,Concluida
VEN00507,2025-06-25,L03,P04,VND06,5,9700,5600,5,Concluida
VEN00508,2025-07-28,L04,P12,VND08,1,24100,14000,5,Concluida
VEN00509,2025-07-15,L01,P11,VND02,4,22300,12950,10,Concluida
VEN00510,2025-10-28,L08,P06,VND16,1,13300,7700,0,Cancelada
VEN00511,2025-08-15,L05,P04,VND10,3,9700,5600,5,Concluida
VEN00512,2025-08-06,L05,P06,VND10,1,13300,7700,0,Concluida
VEN00513,2025-01-31,L07,P11,VND13,3,22300,12950,10,Concluida
VEN00514,2025-12-05,L07,P09,VND14,2,18700,10850,5,Concluida
VEN00515,2025-01-28,L06,P02,VND12,4,6100,3500,0,Concluida
VEN00516,2025-12-22,L07,P09,VND13,1,18700,10850,0,Concluida
VEN00517,2025-11-17,L05,P08,VND10,5,16900,9800,5,Concluida
VEN00518,2025-04-27,L05,P05,VND10,1,11500,6650,5,Concluida
VEN00519,2025-11-08,L01,P01,VND01,2,4300,2450,0,Concluida
VEN00520,2025-08-23,L08,P01,VND15,2,4300,2450,0,Concluida
VEN00521,2025-04-08,L07,P10,VND14,3,20500,11900,5,Concluida
VEN00522,2025-03-06,L06,P03,VND11,4,7900,4550,5,Concluida
VEN00523,2025-09-25,L04,P09,VND07,5,18700,10850,0,Concluida
VEN00524,2025-04-05,L02,P09,VND03,1,18700,10850,5,Concluida
VEN00525,2025-04-23,L08,P05,VND15,4,11500,6650,5,Concluida
VEN00526,2025-12-01,L05,P10,VND09,5,20500,11900,0,Concluida
VEN00527,2025-12-18,L03,P01,VND06,3,4300,2450,0,Cancelada
VEN00528,2025-12-06,L07,P03,VND14,4,7900,4550,10,Concluida
VEN00529,2025-08-22,L03,P03,VND05,2,7900,4550,0,Concluida
VEN00530,2025-08-24,L05,P11,VND10,5,22300,12950,5,Concluida
VEN00531,2025-07-16,L07,P11,VND13,3,22300,12950,0,Concluida
VEN00532,2025-10-29,L01,P08,VND01,1,16900,9800,10,Concluida
VEN00533,2025-03-30,L03,P01,VND06,1,4300,2450,5,Concluida
VEN00534,2025-08-06,L01,P04,VND01,1,9700,5600,0,Concluida
VEN00535,2025-03-04,L05,P09,VND09,4,18700,10850,0,Concluida
VEN00536,2025-09-27,L01,P04,VND02,1,9700,5600,0,Concluida
VEN00537,2025-07-08,L05,P04,VND09,1,9700,5600,5,Concluida
VEN00538,2025-07-31,L03,P10,VND06,1,20500,11900,10,Concluida
VEN00539,2025-01-11,L04,P12,VND08,3,24100,14000,5,Concluida
VEN00540,2025-10-03,L05,P05,VND10,2,11500,6650,10,Concluida
VEN00541,2025-10-23,L03,P05,VND05,4,11500,6650,5,Concluida
VEN00542,2025-06-28,L02,P04,VND04,2,9700,5600,5,Concluida
VEN00543,2025-11-30,L08,P08,VND15,3,16900,9800,5,Concluida
VEN00544,2025-08-22,L02,P11,VND03,3,22300,12950,0,Cancelada
VEN00545,2025-05-27,L07,P06,VND14,5,13300,7700,5,Concluida
VEN00546,2025-03-27,L07,P01,VND14,1,4300,2450,10,Concluida
VEN00547,2025-02-10,L04,P02,VND08,1,6100,3500,0,Concluida
VEN00548,2025-05-29,L06,P04,VND12,2,9700,5600,5,Concluida
VEN00549,2025-06-12,L02,P06,VND03,2,13300,7700,10,Concluida
VEN00550,2025-04-05,L06,P01,VND11,1,4300,2450,0,Concluida
VEN00551,2025-09-18,L02,P03,VND03,1,7900,4550,0,Concluida
VEN00552,2025-10-23,L08,P03,VND16,3,7900,4550,0,Concluida
VEN00553,2025-12-20,L02,P11,VND03,3,22300,12950,10,Concluida
VEN00554,2025-03-24,L01,P03,VND02,3,7900,4550,0,Concluida
VEN00555,2025-03-12,L04,P04,VND08,2,9700,5600,0,Concluida
VEN00556,2025-07-27,L08,P06,VND15,3,13300,7700,10,Concluida
VEN00557,2025-03-29,L07,P10,VND13,5,20500,11900,0,Concluida
VEN00558,2025-04-30,L01,P04,VND01,4,9700,5600,0,Concluida
VEN00559,2025-10-01,L03,P07,VND06,3,15100,8750,0,Concluida
VEN00560,2025-02-15,L01,P02,VND01,4,6100,3500,5,Concluida
VEN00561,2025-05-30,L07,P03,VND14,5,7900,4550,10,Cancelada
VEN00562,2025-09-12,L03,P09,VND06,2,18700,10850,0,Concluida
VEN00563,2025-07-04,L01,P01,VND02,4,4300,2450,0,Concluida
VEN00564,2025-10-04,L02,P01,VND03,1,4300,2450,5,Concluida
VEN00565,2025-10-07,L05,P11,VND10,2,22300,12950,10,Concluida
VEN00566,2025-02-21,L02,P09,VND03,1,18700,10850,10,Concluida
VEN00567,2025-01-23,L07,P02,VND14,4,6100,3500,5,Concluida
VEN00568,2025-06-03,L01,P01,VND02,4,4300,2450,10,Concluida
VEN00569,2025-02-15,L02,P02,VND03,3,6100,3500,0,Concluida
VEN00570,2025-08-07,L02,P02,VND04,5,6100,3500,5,Concluida
VEN00571,2025-09-27,L04,P04,VND08,4,9700,5600,10,Concluida
VEN00572,2025-06-03,L07,P02,VND14,2,6100,3500,0,Concluida
VEN00573,2025-09-20,L03,P10,VND05,3,20500,11900,5,Concluida
VEN00574,2025-09-10,L01,P10,VND01,3,20500,11900,5,Concluida
VEN00575,2025-07-12,L08,P08,VND15,1,16900,9800,0,Concluida
VEN00576,2025-05-18,L02,P03,VND04,3,7900,4550,0,Concluida
VEN00577,2025-04-06,L01,P02,VND01,2,6100,3500,0,Concluida
VEN00578,2025-06-13,L05,P05,VND10,3,11500,6650,0,Cancelada
VEN00579,2025-04-06,L08,P01,VND16,3,4300,2450,10,Concluida
VEN00580,2025-01-06,L03,P12,VND06,1,24100,14000,0,Concluida
VEN00581,2025-08-06,L04,P12,VND08,1,24100,14000,0,Concluida
VEN00582,2025-01-01,L01,P10,VND01,3,20500,11900,5,Concluida
VEN00583,2025-05-14,L07,P06,VND14,3,13300,7700,0,Concluida
VEN00584,2025-09-23,L05,P02,VND10,3,6100,3500,5,Concluida
VEN00585,2025-01-09,L06,P01,VND11,2,4300,2450,0,Concluida
VEN00586,2025-01-25,L04,P08,VND07,1,16900,9800,10,Concluida
VEN00587,2025-01-05,L01,P02,VND02,1,6100,3500,10,Concluida
VEN00588,2025-08-23,L05,P04,VND10,1,9700,5600,0,Concluida
VEN00589,2025-07-07,L03,P06,VND05,1,13300,7700,0,Concluida
VEN00590,2025-09-02,L08,P06,VND16,2,13300,7700,0,Concluida
VEN00591,2025-07-05,L04,P01,VND07,5,4300,2450,0,Concluida
VEN00592,2025-10-15,L05,P09,VND09,5,18700,10850,10,Concluida
VEN00593,2025-08-21,L05,P12,VND10,2,24100,14000,10,Concluida
VEN00594,2025-07-24,L02,P08,VND03,1,16900,9800,10,Concluida
VEN00595,2025-10-02,L01,P10,VND01,4,20500,11900,0,Cancelada
VEN00596,2025-08-15,L01,P11,VND01,4,22300,12950,0,Concluida
VEN00597,2025-03-16,L05,P04,VND09,3,9700,5600,0,Concluida
VEN00598,2025-06-09,L06,P03,VND12,4,7900,4550,5,Concluida
VEN00599,2025-11-11,L02,P10,VND03,2,20500,11900,0,Concluida
VEN00600,2025-02-07,L08,P08,VND16,2,16900,9800,0,Concluida
VEN00601,2025-03-14,L04,P03,VND07,2,7900,4550,0,Concluida
VEN00602,2025-09-19,L03,P02,VND05,5,6100,3500,0,Concluida
VEN00603,2025-04-19,L03,P05,VND06,5,11500,6650,0,Concluida
VEN00604,2025-04-27,L05,P12,VND10,2,24100,14000,0,Concluida
VEN00605,2025-09-04,L05,P08,VND09,1,16900,9800,10,Concluida
VEN00606,2025-04-22,L04,P02,VND07,4,6100,3500,0,Concluida
VEN00607,2025-01-31,L08,P02,VND16,5,6100,3500,0,Concluida
VEN00608,2025-11-10,L02,P05,VND04,2,11500,6650,0,Concluida
VEN00609,2025-04-06,L07,P10,VND13,5,20500,11900,10,Concluida
VEN00610,2025-02-28,L03,P01,VND06,1,4300,2450,0,Concluida
VEN00611,2025-11-04,L04,P04,VND07,1,9700,5600,5,Concluida
VEN00612,2025-08-15,L07,P06,VND13,5,13300,7700,0,Cancelada
VEN00613,2025-11-05,L03,P10,VND06,3,20500,11900,0,Concluida
VEN00614,2025-09-06,L02,P05,VND03,4,11500,6650,0,Concluida
VEN00615,2025-03-05,L06,P06,VND12,2,13300,7700,0,Concluida
VEN00616,2025-01-18,L03,P08,VND06,2,16900,9800,0,Concluida
VEN00617,2025-09-29,L07,P08,VND14,3,16900,9800,0,Concluida
VEN00618,2025-09-03,L02,P01,VND03,2,4300,2450,0,Concluida
VEN00619,2025-01-21,L02,P10,VND04,3,20500,11900,0,Concluida
VEN00620,2025-07-09,L07,P04,VND13,5,9700,5600,10,Concluida
VEN00621,2025-09-22,L04,P06,VND08,5,13300,7700,0,Concluida
VEN00622,2025-02-25,L02,P02,VND04,3,6100,3500,0,Concluida
VEN00623,2025-03-31,L08,P03,VND16,3,7900,4550,0,Concluida
VEN00624,2025-10-23,L08,P02,VND16,2,6100,3500,0,Concluida
VEN00625,2025-12-31,L06,P02,VND11,3,6100,3500,0,Concluida
VEN00626,2025-06-30,L04,P01,VND08,3,4300,2450,10,Concluida
VEN00627,2025-01-07,L08,P04,VND16,1,9700,5600,10,Concluida
VEN00628,2025-07-21,L03,P05,VND06,3,11500,6650,0,Concluida
VEN00629,2025-04-29,L08,P04,VND16,1,9700,5600,0,Cancelada
VEN00630,2025-06-19,L06,P05,VND11,1,11500,6650,5,Concluida
VEN00631,2025-06-05,L08,P07,VND15,3,15100,8750,0,Concluida
VEN00632,2025-11-14,L05,P05,VND10,1,11500,6650,0,Concluida
VEN00633,2025-12-29,L08,P12,VND15,1,24100,14000,10,Concluida
VEN00634,2025-03-11,L06,P01,VND12,1,4300,2450,0,Concluida
VEN00635,2025-02-16,L01,P10,VND02,3,20500,11900,10,Concluida
VEN00636,2025-02-25,L02,P05,VND04,2,11500,6650,0,Concluida
VEN00637,2025-10-09,L02,P03,VND04,1,7900,4550,0,Concluida
VEN00638,2025-10-03,L02,P10,VND03,4,20500,11900,0,Concluida
VEN00639,2025-04-11,L08,P10,VND15,1,20500,11900,0,Concluida
VEN00640,2025-01-01,L04,P07,VND08,1,15100,8750,0,Concluida
VEN00641,2025-08-16,L08,P09,VND16,4,18700,10850,0,Concluida
VEN00642,2025-09-26,L08,P01,VND15,1,4300,2450,5,Concluida
VEN00643,2025-12-19,L05,P08,VND10,1,16900,9800,0,Concluida
VEN00644,2025-07-12,L02,P03,VND04,2,7900,4550,5,Concluida
VEN00645,2025-09-03,L03,P05,VND05,5,11500,6650,10,Concluida
VEN00646,2025-02-11,L07,P06,VND13,5,13300,7700,0,Cancelada
VEN00647,2025-05-19,L01,P06,VND02,5,13300,7700,0,Concluida
VEN00648,2025-09-11,L03,P02,VND06,2,6100,3500,0,Concluida
VEN00649,2025-04-26,L05,P05,VND09,4,11500,6650,0,Concluida
VEN00650,2025-11-22,L04,P10,VND07,1,20500,11900,10,Concluida
VEN00651,2025-01-28,L02,P11,VND03,2,22300,12950,5,Concluida
VEN00652,2025-05-12,L06,P02,VND11,1,6100,3500,5,Concluida
VEN00653,2025-05-09,L07,P07,VND13,2,15100,8750,0,Concluida
VEN00654,2025-08-23,L01,P12,VND02,3,24100,14000,5,Concluida
VEN00655,2025-05-09,L08,P11,VND15,1,22300,12950,10,Concluida
VEN00656,2025-11-17,L01,P05,VND01,1,11500,6650,5,Concluida
VEN00657,2025-07-03,L03,P08,VND05,1,16900,9800,10,Concluida
VEN00658,2025-03-22,L07,P12,VND13,2,24100,14000,0,Concluida
VEN00659,2025-12-26,L06,P09,VND12,2,18700,10850,10,Concluida
VEN00660,2025-05-07,L07,P04,VND13,4,9700,5600,5,Concluida
VEN00661,2025-10-03,L07,P11,VND13,5,22300,12950,10,Concluida
VEN00662,2025-07-15,L05,P07,VND10,2,15100,8750,0,Concluida
VEN00663,2025-03-09,L05,P01,VND09,2,4300,2450,5,Cancelada
VEN00664,2025-08-10,L02,P09,VND03,5,18700,10850,0,Concluida
VEN00665,2025-07-16,L01,P01,VND01,1,4300,2450,0,Concluida
VEN00666,2025-09-04,L05,P02,VND09,3,6100,3500,10,Concluida
VEN00667,2025-01-01,L02,P04,VND04,1,9700,5600,0,Concluida
VEN00668,2025-07-21,L08,P03,VND16,4,7900,4550,10,Concluida
VEN00669,2025-06-01,L02,P10,VND03,3,20500,11900,10,Concluida
VEN00670,2025-02-11,L01,P01,VND01,2,4300,2450,0,Concluida
VEN00671,2025-12-08,L01,P02,VND01,2,6100,3500,5,Concluida
VEN00672,2025-02-26,L08,P12,VND16,5,24100,14000,0,Concluida
VEN00673,2025-04-25,L02,P09,VND03,3,18700,10850,5,Concluida
VEN00674,2025-04-19,L01,P09,VND01,3,18700,10850,10,Concluida
VEN00675,2025-11-02,L06,P10,VND11,5,20500,11900,0,Concluida
VEN00676,2025-12-20,L04,P07,VND08,4,15100,8750,0,Concluida
VEN00677,2025-06-08,L07,P07,VND13,3,15100,8750,0,Concluida
VEN00678,2025-11-16,L07,P05,VND13,3,11500,6650,0,Concluida
VEN00679,2025-07-30,L01,P01,VND02,3,4300,2450,10,Concluida
VEN00680,2025-04-09,L06,P02,VND11,2,6100,3500,0,Cancelada
VEN00681,2025-05-12,L08,P08,VND15,3,16900,9800,5,Concluida
VEN00682,2025-05-07,L04,P11,VND07,2,22300,12950,5,Concluida
VEN00683,2025-03-15,L08,P02,VND15,5,6100,3500,5,Concluida
VEN00684,2025-02-26,L05,P04,VND10,1,9700,5600,0,Concluida
VEN00685,2025-09-30,L01,P04,VND01,1,9700,5600,0,Concluida
VEN00686,2025-09-17,L01,P08,VND01,4,16900,9800,10,Concluida
VEN00687,2025-10-16,L06,P04,VND11,1,9700,5600,0,Concluida
VEN00688,2025-05-09,L05,P03,VND09,5,7900,4550,5,Concluida
VEN00689,2025-09-12,L02,P03,VND04,1,7900,4550,0,Concluida
VEN00690,2025-05-05,L01,P06,VND01,2,13300,7700,10,Concluida
VEN00691,2025-07-07,L05,P04,VND09,2,9700,5600,0,Concluida
VEN00692,2025-03-15,L06,P08,VND12,3,16900,9800,10,Concluida
VEN00693,2025-05-04,L02,P10,VND04,2,20500,11900,0,Concluida
VEN00694,2025-04-25,L08,P12,VND15,2,24100,14000,5,Concluida
VEN00695,2025-06-13,L02,P04,VND04,3,9700,5600,0,Concluida
VEN00696,2025-02-21,L03,P05,VND05,4,11500,6650,10,Concluida
VEN00697,2025-06-13,L05,P04,VND09,1,9700,5600,0,Cancelada
VEN00698,2025-10-27,L05,P06,VND10,3,13300,7700,0,Concluida
VEN00699,2025-05-18,L03,P01,VND05,4,4300,2450,0,Concluida
VEN00700,2025-03-21,L08,P04,VND16,4,9700,5600,10,Concluida
VEN00701,2025-11-21,L06,P04,VND12,2,9700,5600,0,Concluida
VEN00702,2025-06-24,L03,P10,VND05,3,20500,11900,0,Concluida
VEN00703,2025-10-14,L03,P08,VND06,3,16900,9800,0,Concluida
VEN00704,2025-07-15,L04,P08,VND08,2,16900,9800,10,Concluida
VEN00705,2025-09-02,L02,P05,VND04,3,11500,6650,10,Concluida
VEN00706,2025-06-22,L02,P10,VND03,2,20500,11900,10,Concluida
VEN00707,2025-11-19,L08,P06,VND15,1,13300,7700,0,Concluida
VEN00708,2025-01-17,L07,P04,VND14,3,9700,5600,0,Concluida
VEN00709,2025-04-17,L02,P09,VND03,5,18700,10850,0,Concluida
VEN00710,2025-08-08,L08,P01,VND16,3,4300,2450,10,Concluida
VEN00711,2025-02-26,L07,P04,VND13,2,9700,5600,0,Concluida
VEN00712,2025-10-20,L08,P11,VND15,3,22300,12950,10,Concluida
VEN00713,2025-10-31,L08,P11,VND15,2,22300,12950,5,Concluida
VEN00714,2025-03-22,L07,P08,VND14,2,16900,9800,0,Cancelada
VEN00715,2025-01-25,L03,P04,VND06,2,9700,5600,0,Concluida
VEN00716,2025-05-31,L05,P12,VND10,5,24100,14000,0,Concluida
VEN00717,2025-06-21,L02,P11,VND04,1,22300,12950,10,Concluida
VEN00718,2025-02-02,L04,P03,VND08,4,7900,4550,0,Concluida
VEN00719,2025-12-13,L03,P11,VND05,4,22300,12950,5,Concluida
VEN00720,2025-08-17,L08,P02,VND16,2,6100,3500,5,Concluida
VEN00721,2025-10-21,L08,P11,VND16,2,22300,12950,0,Concluida
VEN00722,2025-10-16,L05,P10,VND09,1,20500,11900,5,Concluida
VEN00723,2025-12-07,L02,P02,VND04,5,6100,3500,10,Concluida
VEN00724,2025-12-09,L08,P12,VND15,4,24100,14000,0,Concluida
VEN00725,2025-04-12,L04,P02,VND08,3,6100,3500,0,Concluida
VEN00726,2025-01-12,L06,P04,VND11,5,9700,5600,0,Concluida
VEN00727,2025-11-12,L05,P08,VND09,4,16900,9800,0,Concluida
VEN00728,2025-07-01,L04,P06,VND07,3,13300,7700,0,Concluida
VEN00729,2025-08-26,L07,P07,VND13,1,15100,8750,0,Concluida
VEN00730,2025-08-12,L03,P03,VND06,2,7900,4550,10,Concluida
