VendaID,Data,LojaID,ProdutoID,VendedorID,Quantidade,PrecoUnitarioCentavos,CustoUnitarioCentavos,DescontoPct,Status,ReceitaBrutaCentavos,DescontoCentavos,ReceitaLiquidaCentavos,CustoCentavos,LucroBrutoCentavos
VEN00280,2025-11-28,L04,P09,VND08,2,18700,10850,10,Concluida,37400,3740,33660,21700,11960
VEN00281,2025-11-30,L02,P03,VND04,5,7900,4550,0,Concluida,39500,0,39500,22750,16750
VEN00282,2025-11-24,L02,P06,VND03,3,13300,7700,5,Concluida,39900,1995,37905,23100,14805
VEN00283,2025-12-25,L01,P11,VND01,3,22300,12950,10,Concluida,66900,6690,60210,38850,21360
VEN00284,2025-08-18,L08,P03,VND15,3,7900,4550,10,Concluida,23700,2370,21330,13650,7680
VEN00285,2025-10-22,L06,P12,VND11,4,24100,14000,0,Concluida,96400,0,96400,56000,40400
VEN00286,2025-11-22,L02,P01,VND04,3,4300,2450,10,Concluida,12900,1290,11610,7350,4260
VEN00287,2025-08-02,L01,P02,VND02,1,6100,3500,0,Concluida,6100,0,6100,3500,2600
VEN00288,2025-12-17,L01,P10,VND01,2,20500,11900,5,Concluida,41000,2050,38950,23800,15150
VEN00290,2025-04-28,L05,P10,VND10,2,20500,11900,5,Concluida,41000,2050,38950,23800,15150
VEN00291,2025-08-22,L01,P10,VND02,5,20500,11900,10,Concluida,102500,10250,92250,59500,32750
VEN00292,2025-09-14,L05,P02,VND10,3,6100,3500,5,Concluida,18300,915,17385,10500,6885
VEN00293,2025-10-11,L06,P05,VND11,5,11500,6650,10,Concluida,57500,5750,51750,33250,18500
VEN00294,2025-07-24,L08,P07,VND15,4,15100,8750,0,Concluida,60400,0,60400,35000,25400
VEN00295,2025-12-28,L02,P08,VND04,3,16900,9800,0,Concluida,50700,0,50700,29400,21300
VEN00296,2025-01-10,L02,P04,VND04,5,9700,5600,10,Concluida,48500,4850,43650,28000,15650
VEN00297,2025-05-10,L04,P08,VND07,2,16900,9800,10,Concluida,33800,3380,30420,19600,10820
VEN00298,2025-06-21,L01,P12,VND01,1,24100,14000,0,Concluida,24100,0,24100,14000,10100
VEN00299,2025-10-26,L05,P12,VND09,2,24100,14000,0,Concluida,48200,0,48200,28000,20200
VEN00300,2025-10-19,L07,P03,VND14,2,7900,4550,5,Concluida,15800,790,15010,9100,5910
VEN00301,2025-05-15,L07,P04,VND14,1,9700,5600,5,Concluida,9700,485,9215,5600,3615
VEN00302,2025-06-08,L02,P08,VND03,3,16900,9800,0,Concluida,50700,0,50700,29400,21300
VEN00303,2025-07-03,L08,P11,VND16,1,22300,12950,10,Concluida,22300,2230,20070,12950,7120
VEN00304,2025-08-03,L07,P08,VND14,1,16900,9800,5,Concluida,16900,845,16055,9800,6255
VEN00305,2025-11-24,L01,P04,VND02,3,9700,5600,10,Concluida,29100,2910,26190,16800,9390
VEN00307,2025-05-21,L03,P01,VND06,3,4300,2450,0,Concluida,12900,0,12900,7350,5550
VEN00308,2025-11-11,L03,P10,VND05,5,20500,11900,5,Concluida,102500,5125,97375,59500,37875
VEN00309,2025-04-22,L04,P06,VND07,5,13300,7700,5,Concluida,66500,3325,63175,38500,24675
VEN00310,2025-03-12,L01,P10,VND01,5,20500,11900,0,Concluida,102500,0,102500,59500,43000
VEN00311,2025-05-01,L03,P02,VND05,1,6100,3500,5,Concluida,6100,305,5795,3500,2295
VEN00312,2025-02-28,L07,P04,VND13,5,9700,5600,5,Concluida,48500,2425,46075,28000,18075
VEN00313,2025-06-21,L06,P10,VND12,3,20500,11900,0,Concluida,61500,0,61500,35700,25800
VEN00314,2025-06-12,L05,P07,VND10,5,15100,8750,5,Concluida,75500,3775,71725,43750,27975
VEN00315,2025-06-10,L05,P12,VND10,3,24100,14000,0,Concluida,72300,0,72300,42000,30300
VEN00316,2025-11-01,L05,P06,VND10,2,13300,7700,0,Concluida,26600,0,26600,15400,11200
VEN00317,2025-03-13,L04,P02,VND08,5,6100,3500,10,Concluida,30500,3050,27450,17500,9950
VEN00318,2025-04-10,L04,P03,VND07,2,7900,4550,10,Concluida,15800,1580,14220,9100,5120
VEN00319,2025-05-14,L07,P01,VND14,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN00320,2025-11-22,L04,P12,VND07,1,24100,14000,0,Concluida,24100,0,24100,14000,10100
VEN00321,2025-02-14,L05,P12,VND09,4,24100,14000,0,Concluida,96400,0,96400,56000,40400
VEN00322,2025-06-16,L02,P12,VND04,1,24100,14000,10,Concluida,24100,2410,21690,14000,7690
VEN00324,2025-12-14,L07,P11,VND13,1,22300,12950,10,Concluida,22300,2230,20070,12950,7120
VEN00325,2025-04-07,L05,P05,VND09,3,11500,6650,0,Concluida,34500,0,34500,19950,14550
VEN00326,2025-03-12,L05,P03,VND09,5,7900,4550,0,Concluida,39500,0,39500,22750,16750
VEN00327,2025-03-28,L02,P02,VND04,2,6100,3500,0,Concluida,12200,0,12200,7000,5200
VEN00328,2025-12-19,L05,P09,VND10,1,18700,10850,5,Concluida,18700,935,17765,10850,6915
VEN00329,2025-11-09,L05,P04,VND09,4,9700,5600,0,Concluida,38800,0,38800,22400,16400
VEN00330,2025-06-05,L01,P09,VND02,5,18700,10850,10,Concluida,93500,9350,84150,54250,29900
VEN00331,2025-08-29,L04,P12,VND08,1,24100,14000,0,Concluida,24100,0,24100,14000,10100
VEN00332,2025-11-11,L06,P10,VND12,2,20500,11900,0,Concluida,41000,0,41000,23800,17200
VEN00333,2025-12-08,L07,P07,VND14,5,15100,8750,10,Concluida,75500,7550,67950,43750,24200
VEN00334,2025-03-23,L08,P07,VND15,5,15100,8750,0,Concluida,75500,0,75500,43750,31750
VEN00335,2025-12-03,L08,P08,VND16,2,16900,9800,0,Concluida,33800,0,33800,19600,14200
VEN00336,2025-02-23,L07,P10,VND14,5,20500,11900,0,Concluida,102500,0,102500,59500,43000
VEN00337,2025-08-22,L03,P04,VND06,2,9700,5600,0,Concluida,19400,0,19400,11200,8200
VEN00338,2025-03-03,L04,P05,VND08,5,11500,6650,0,Concluida,57500,0,57500,33250,24250
VEN00339,2025-01-19,L04,P04,VND07,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN00341,2025-11-15,L08,P05,VND16,5,11500,6650,5,Concluida,57500,2875,54625,33250,21375
VEN00342,2025-12-17,L06,P10,VND11,5,20500,11900,5,Concluida,102500,5125,97375,59500,37875
VEN00343,2025-03-13,L04,P08,VND08,3,16900,9800,0,Concluida,50700,0,50700,29400,21300
VEN00344,2025-09-14,L02,P08,VND03,5,16900,9800,0,Concluida,84500,0,84500,49000,35500
VEN00345,2025-07-30,L04,P09,VND07,1,18700,10850,5,Concluida,18700,935,17765,10850,6915
VEN00346,2025-12-06,L08,P01,VND16,3,4300,2450,10,Concluida,12900,1290,11610,7350,4260
VEN00347,2025-02-10,L02,P02,VND03,4,6100,3500,10,Concluida,24400,2440,21960,14000,7960
VEN00348,2025-09-14,L04,P07,VND07,4,15100,8750,0,Concluida,60400,0,60400,35000,25400
VEN00349,2025-02-12,L07,P12,VND13,4,24100,14000,10,Concluida,96400,9640,86760,56000,30760
VEN00350,2025-10-19,L07,P11,VND13,5,22300,12950,0,Concluida,111500,0,111500,64750,46750
VEN00351,2025-11-19,L02,P07,VND04,4,15100,8750,5,Concluida,60400,3020,57380,35000,22380
VEN00352,2025-09-30,L07,P07,VND14,5,15100,8750,0,Concluida,75500,0,75500,43750,31750
VEN00353,2025-09-05,L05,P03,VND10,2,7900,4550,0,Concluida,15800,0,15800,9100,6700
VEN00354,2025-01-16,L06,P12,VND11,2,24100,14000,0,Concluida,48200,0,48200,28000,20200
VEN00355,2025-03-16,L03,P11,VND05,5,22300,12950,10,Concluida,111500,11150,100350,64750,35600
VEN00356,2025-01-25,L05,P04,VND10,3,9700,5600,10,Concluida,29100,2910,26190,16800,9390
VEN00358,2025-05-24,L05,P04,VND10,5,9700,5600,5,Concluida,48500,2425,46075,28000,18075
VEN00359,2025-10-22,L01,P11,VND01,4,22300,12950,5,Concluida,89200,4460,84740,51800,32940
VEN00360,2025-01-03,L06,P09,VND12,5,18700,10850,0,Concluida,93500,0,93500,54250,39250
VEN00361,2025-07-03,L04,P10,VND08,5,20500,11900,0,Concluida,102500,0,102500,59500,43000
VEN00362,2025-03-19,L02,P06,VND03,2,13300,7700,10,Concluida,26600,2660,23940,15400,8540
VEN00363,2025-10-17,L07,P01,VND13,1,4300,2450,10,Concluida,4300,430,3870,2450,1420
VEN00364,2025-09-15,L07,P02,VND14,4,6100,3500,5,Concluida,24400,1220,23180,14000,9180
VEN00365,2025-06-29,L04,P05,VND08,3,11500,6650,0,Concluida,34500,0,34500,19950,14550
VEN00366,2025-09-04,L04,P02,VND08,2,6100,3500,5,Concluida,12200,610,11590,7000,4590
VEN00367,2025-01-23,L06,P01,VND11,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN00368,2025-01-15,L01,P04,VND02,3,9700,5600,5,Concluida,29100,1455,27645,16800,10845
VEN00369,2025-11-20,L04,P07,VND07,4,15100,8750,10,Concluida,60400,6040,54360,35000,19360
VEN00370,2025-04-26,L03,P07,VND05,1,15100,8750,10,Concluida,15100,1510,13590,8750,4840
VEN00371,2025-04-22,L02,P08,VND03,3,16900,9800,10,Concluida,50700,5070,45630,29400,16230
VEN00372,2025-07-08,L05,P07,VND10,5,15100,8750,5,Concluida,75500,3775,71725,43750,27975
VEN00373,2025-01-04,L08,P04,VND15,5,9700,5600,0,Concluida,48500,0,48500,28000,20500
VEN00375,2025-10-25,L01,P04,VND02,3,9700,5600,0,Concluida,29100,0,29100,16800,12300
VEN00376,2025-05-25,L04,P09,VND07,2,18700,10850,5,Concluida,37400,1870,35530,21700,13830
VEN00377,2025-11-16,L08,P02,VND15,1,6100,3500,0,Concluida,6100,0,6100,3500,2600
VEN00378,2025-06-22,L01,P06,VND02,4,13300,7700,0,Concluida,53200,0,53200,30800,22400
VEN00379,2025-03-04,L07,P04,VND14,3,9700,5600,10,Concluida,29100,2910,26190,16800,9390
VEN00380,2025-09-16,L04,P02,VND07,5,6100,3500,5,Concluida,30500,1525,28975,17500,11475
VEN00381,2025-05-07,L02,P06,VND03,4,13300,7700,0,Concluida,53200,0,53200,30800,22400
VEN00382,2025-08-02,L02,P10,VND03,5,20500,11900,0,Concluida,102500,0,102500,59500,43000
VEN00383,2025-11-10,L04,P03,VND07,1,7900,4550,0,Concluida,7900,0,7900,4550,3350
VEN00384,2025-12-17,L01,P02,VND01,1,6100,3500,10,Concluida,6100,610,5490,3500,1990
VEN00385,2025-12-08,L06,P03,VND11,1,7900,4550,5,Concluida,7900,395,7505,4550,2955
VEN00386,2025-11-03,L06,P07,VND11,5,15100,8750,0,Concluida,75500,0,75500,43750,31750
VEN00387,2025-05-11,L02,P05,VND03,3,11500,6650,0,Concluida,34500,0,34500,19950,14550
VEN00388,2025-02-15,L08,P09,VND16,2,18700,10850,10,Concluida,37400,3740,33660,21700,11960
VEN00389,2025-07-05,L04,P05,VND08,4,11500,6650,10,Concluida,46000,4600,41400,26600,14800
VEN00390,2025-08-12,L08,P10,VND16,5,20500,11900,10,Concluida,102500,10250,92250,59500,32750
VEN00392,2025-08-07,L04,P09,VND07,1,18700,10850,0,Concluida,18700,0,18700,10850,7850
VEN00393,2025-04-05,L06,P09,VND11,3,18700,10850,0,Concluida,56100,0,56100,32550,23550
VEN00394,2025-01-12,L08,P06,VND15,5,13300,7700,5,Concluida,66500,3325,63175,38500,24675
VEN00395,2025-05-17,L08,P04,VND15,4,9700,5600,5,Concluida,38800,1940,36860,22400,14460
VEN00396,2025-10-15,L07,P12,VND14,1,24100,14000,0,Concluida,24100,0,24100,14000,10100
VEN00397,2025-08-31,L02,P01,VND03,2,4300,2450,0,Concluida,8600,0,8600,4900,3700
VEN00398,2025-07-26,L04,P12,VND07,3,24100,14000,0,Concluida,72300,0,72300,42000,30300
VEN00399,2025-01-15,L05,P09,VND10,5,18700,10850,10,Concluida,93500,9350,84150,54250,29900
VEN00400,2025-04-24,L08,P01,VND15,4,4300,2450,5,Concluida,17200,860,16340,9800,6540
VEN00401,2025-02-28,L06,P07,VND12,1,15100,8750,0,Concluida,15100,0,15100,8750,6350
VEN00402,2025-03-16,L02,P11,VND03,2,22300,12950,0,Concluida,44600,0,44600,25900,18700
VEN00403,2025-08-08,L07,P06,VND13,2,13300,7700,0,Concluida,26600,0,26600,15400,11200
VEN00404,2025-04-26,L03,P01,VND06,4,4300,2450,10,Concluida,17200,1720,15480,9800,5680
VEN00405,2025-01-10,L04,P07,VND08,2,15100,8750,0,Concluida,30200,0,30200,17500,12700
VEN00406,2025-06-20,L05,P07,VND10,2,15100,8750,10,Concluida,30200,3020,27180,17500,9680
VEN00407,2025-06-30,L01,P09,VND02,3,18700,10850,0,Concluida,56100,0,56100,32550,23550
VEN00409,2025-09-17,L05,P02,VND10,2,6100,3500,0,Concluida,12200,0,12200,7000,5200
VEN00410,2025-08-05,L03,P04,VND06,4,9700,5600,0,Concluida,38800,0,38800,22400,16400
VEN00411,2025-06-09,L08,P01,VND16,3,4300,2450,0,Concluida,12900,0,12900,7350,5550
VEN00412,2025-01-28,L02,P06,VND03,4,13300,7700,0,Concluida,53200,0,53200,30800,22400
VEN00413,2025-03-28,L03,P05,VND05,5,11500,6650,10,Concluida,57500,5750,51750,33250,18500
VEN00414,2025-09-24,L02,P06,VND04,5,13300,7700,5,Concluida,66500,3325,63175,38500,24675
VEN00415,2025-08-19,L04,P10,VND07,4,20500,11900,0,Concluida,82000,0,82000,47600,34400
VEN00416,2025-05-16,L02,P03,VND04,4,7900,4550,5,Concluida,31600,1580,30020,18200,11820
VEN00417,2025-01-26,L05,P09,VND10,4,18700,10850,5,Concluida,74800,3740,71060,43400,27660
VEN00418,2025-09-08,L01,P06,VND02,5,13300,7700,0,Concluida,66500,0,66500,38500,28000
VEN00419,2025-07-01,L05,P04,VND09,3,9700,5600,0,Concluida,29100,0,29100,16800,12300
VEN00420,2025-01-03,L08,P04,VND15,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN00421,2025-01-25,L05,P04,VND09,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN00422,2025-01-25,L03,P06,VND06,5,13300,7700,0,Concluida,66500,0,66500,38500,28000
VEN00423,2025-11-18,L01,P04,VND01,5,9700,5600,0,Concluida,48500,0,48500,28000,20500
VEN00424,2025-01-09,L08,P05,VND16,5,11500,6650,0,Concluida,57500,0,57500,33250,24250
VEN00426,2025-01-20,L02,P01,VND03,5,4300,2450,5,Concluida,21500,1075,20425,12250,8175
VEN00427,2025-10-05,L06,P02,VND11,2,6100,3500,5,Concluida,12200,610,11590,7000,4590
VEN00428,2025-07-16,L07,P12,VND14,4,24100,14000,10,Concluida,96400,9640,86760,56000,30760
VEN00429,2025-12-28,L02,P05,VND03,2,11500,6650,10,Concluida,23000,2300,20700,13300,7400
VEN00430,2025-06-20,L04,P08,VND08,4,16900,9800,0,Concluida,67600,0,67600,39200,28400
VEN00431,2025-07-17,L08,P08,VND16,4,16900,9800,5,Concluida,67600,3380,64220,39200,25020
VEN00432,2025-09-24,L04,P08,VND07,5,16900,9800,0,Concluida,84500,0,84500,49000,35500
VEN00433,2025-03-18,L01,P02,VND01,4,6100,3500,0,Concluida,24400,0,24400,14000,10400
VEN00434,2025-03-14,L06,P04,VND11,1,9700,5600,10,Concluida,9700,970,8730,5600,3130
VEN00435,2025-01-06,L01,P07,VND01,5,15100,8750,5,Concluida,75500,3775,71725,43750,27975
VEN00436,2025-10-11,L07,P10,VND13,2,20500,11900,0,Concluida,41000,0,41000,23800,17200
VEN00437,2025-03-22,L04,P07,VND07,5,15100,8750,0,Concluida,75500,0,75500,43750,31750
VEN00438,2025-08-05,L04,P08,VND07,5,16900,9800,0,Concluida,84500,0,84500,49000,35500
VEN00439,2025-12-29,L03,P07,VND06,5,15100,8750,10,Concluida,75500,7550,67950,43750,24200
VEN00440,2025-10-28,L08,P11,VND16,5,22300,12950,0,Concluida,111500,0,111500,64750,46750
VEN00441,2025-10-27,L02,P11,VND03,2,22300,12950,5,Concluida,44600,2230,42370,25900,16470
VEN00443,2025-06-25,L04,P11,VND07,5,22300,12950,10,Concluida,111500,11150,100350,64750,35600
VEN00444,2025-03-30,L06,P05,VND12,4,11500,6650,10,Concluida,46000,4600,41400,26600,14800
VEN00445,2025-07-20,L02,P12,VND03,1,24100,14000,0,Concluida,24100,0,24100,14000,10100
VEN00446,2025-04-07,L07,P11,VND14,1,22300,12950,10,Concluida,22300,2230,20070,12950,7120
VEN00447,2025-09-04,L07,P05,VND14,1,11500,6650,0,Concluida,11500,0,11500,6650,4850
VEN00448,2025-11-28,L02,P04,VND04,5,9700,5600,10,Concluida,48500,4850,43650,28000,15650
VEN00449,2025-05-18,L07,P04,VND14,3,9700,5600,0,Concluida,29100,0,29100,16800,12300
VEN00450,2025-12-10,L05,P07,VND09,1,15100,8750,5,Concluida,15100,755,14345,8750,5595
VEN00451,2025-12-06,L08,P09,VND15,3,18700,10850,0,Concluida,56100,0,56100,32550,23550
VEN00452,2025-11-10,L01,P05,VND01,1,11500,6650,5,Concluida,11500,575,10925,6650,4275
VEN00453,2025-01-25,L07,P12,VND13,1,24100,14000,0,Concluida,24100,0,24100,14000,10100
VEN00454,2025-11-15,L06,P07,VND12,1,15100,8750,5,Concluida,15100,755,14345,8750,5595
VEN00455,2025-04-10,L07,P03,VND14,4,7900,4550,0,Concluida,31600,0,31600,18200,13400
VEN00456,2025-11-19,L05,P09,VND09,1,18700,10850,0,Concluida,18700,0,18700,10850,7850
VEN00457,2025-01-22,L02,P07,VND04,3,15100,8750,0,Concluida,45300,0,45300,26250,19050
VEN00458,2025-02-23,L04,P05,VND07,4,11500,6650,0,Concluida,46000,0,46000,26600,19400
VEN00460,2025-11-14,L03,P11,VND05,5,22300,12950,10,Concluida,111500,11150,100350,64750,35600
VEN00461,2025-11-20,L03,P06,VND05,1,13300,7700,0,Concluida,13300,0,13300,7700,5600
VEN00462,2025-01-04,L02,P06,VND04,2,13300,7700,10,Concluida,26600,2660,23940,15400,8540
VEN00463,2025-08-16,L01,P12,VND02,2,24100,14000,0,Concluida,48200,0,48200,28000,20200
VEN00464,2025-07-25,L04,P04,VND07,2,9700,5600,0,Concluida,19400,0,19400,11200,8200
VEN00465,2025-09-10,L05,P06,VND09,5,13300,7700,0,Concluida,66500,0,66500,38500,28000
VEN00466,2025-02-06,L06,P07,VND11,4,15100,8750,0,Concluida,60400,0,60400,35000,25400
VEN00467,2025-10-17,L04,P08,VND07,3,16900,9800,10,Concluida,50700,5070,45630,29400,16230
VEN00468,2025-12-12,L05,P01,VND10,4,4300,2450,10,Concluida,17200,1720,15480,9800,5680
VEN00469,2025-09-20,L03,P01,VND05,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN00470,2025-11-01,L08,P08,VND16,5,16900,9800,10,Concluida,84500,8450,76050,49000,27050
VEN00471,2025-02-05,L08,P05,VND16,1,11500,6650,10,Concluida,11500,1150,10350,6650,3700
VEN00472,2025-03-08,L02,P05,VND04,2,11500,6650,0,Concluida,23000,0,23000,13300,9700
VEN00473,2025-08-21,L07,P11,VND13,1,22300,12950,10,Concluida,22300,2230,20070,12950,7120
VEN00474,2025-11-03,L07,P07,VND14,1,15100,8750,5,Concluida,15100,755,14345,8750,5595
VEN00475,2025-07-06,L02,P10,VND04,4,20500,11900,5,Concluida,82000,4100,77900,47600,30300
VEN00477,2025-02-20,L03,P12,VND06,5,24100,14000,5,Concluida,120500,6025,114475,70000,44475
VEN00478,2025-06-03,L07,P11,VND13,1,22300,12950,10,Concluida,22300,2230,20070,12950,7120
VEN00479,2025-09-05,L04,P09,VND07,4,18700,10850,10,Concluida,74800,7480,67320,43400,23920
VEN00480,2025-02-26,L05,P09,VND10,3,18700,10850,0,Concluida,56100,0,56100,32550,23550
VEN00481,2025-09-24,L03,P06,VND06,5,13300,7700,0,Concluida,66500,0,66500,38500,28000
VEN00482,2025-11-15,L08,P08,VND16,1,16900,9800,10,Concluida,16900,1690,15210,9800,5410
VEN00483,2025-05-01,L03,P01,VND06,5,4300,2450,5,Concluida,21500,1075,20425,12250,8175
VEN00484,2025-07-28,L04,P12,VND08,3,24100,14000,10,Concluida,72300,7230,65070,42000,23070
VEN00485,2025-04-07,L06,P05,VND11,4,11500,6650,0,Concluida,46000,0,46000,26600,19400
VEN00486,2025-07-06,L04,P07,VND07,2,15100,8750,0,Concluida,30200,0,30200,17500,12700
VEN00487,2025-05-12,L06,P10,VND11,1,20500,11900,0,Concluida,20500,0,20500,11900,8600
VEN00488,2025-02-05,L01,P10,VND02,5,20500,11900,5,Concluida,102500,5125,97375,59500,37875
VEN00489,2025-05-31,L04,P01,VND08,1,4300,2450,5,Concluida,4300,215,4085,2450,1635
VEN00490,2025-07-13,L06,P02,VND11,4,6100,3500,5,Concluida,24400,1220,23180,14000,9180
VEN00491,2025-05-14,L06,P09,VND12,1,18700,10850,5,Concluida,18700,935,17765,10850,6915
VEN00492,2025-02-14,L04,P02,VND08,3,6100,3500,0,Concluida,18300,0,18300,10500,7800
VEN00494,2025-09-29,L07,P06,VND13,2,13300,7700,10,Concluida,26600,2660,23940,15400,8540
VEN00495,2025-12-30,L08,P01,VND16,1,4300,2450,5,Concluida,4300,215,4085,2450,1635
VEN00496,2025-04-27,L04,P02,VND07,4,6100,3500,10,Concluida,24400,2440,21960,14000,7960
VEN00497,2025-03-15,L03,P07,VND05,1,15100,8750,5,Concluida,15100,755,14345,8750,5595
VEN00498,2025-02-09,L07,P08,VND13,4,16900,9800,5,Concluida,67600,3380,64220,39200,25020
VEN00499,2025-06-20,L01,P08,VND02,2,16900,9800,10,Concluida,33800,3380,30420,19600,10820
VEN00500,2025-08-15,L03,P02,VND05,3,6100,3500,0,Concluida,18300,0,18300,10500,7800
VEN00501,2025-07-22,L04,P08,VND08,1,16900,9800,0,Concluida,16900,0,16900,9800,7100
VEN00502,2025-10-01,L02,P05,VND04,3,11500,6650,0,Concluida,34500,0,34500,19950,14550
VEN00503,2025-07-26,L02,P07,VND03,1,15100,8750,10,Concluida,15100,1510,13590,8750,4840
VEN00504,2025-01-03,L04,P11,VND07,1,22300,12950,5,Concluida,22300,1115,21185,12950,8235
VEN00505,2025-08-26,L03,P11,VND06,1,22300,12950,0,Concluida,22300,0,22300,12950,9350
VEN00506,2025-09-16,L06,P05,VND12,4,11500,6650,10,Concluida,46000,4600,41400,26600,14800
VEN00507,2025-06-25,L03,P04,VND06,5,9700,5600,5,Concluida,48500,2425,46075,28000,18075
VEN00508,2025-07-28,L04,P12,VND08,1,24100,14000,5,Concluida,24100,1205,22895,14000,8895
VEN00509,2025-07-15,L01,P11,VND02,4,22300,12950,10,Concluida,89200,8920,80280,51800,28480
VEN00511,2025-08-15,L05,P04,VND10,3,9700,5600,5,Concluida,29100,1455,27645,16800,10845
VEN00512,2025-08-06,L05,P06,VND10,1,13300,7700,0,Concluida,13300,0,13300,7700,5600
VEN00513,2025-01-31,L07,P11,VND13,3,22300,12950,10,Concluida,66900,6690,60210,38850,21360
VEN00514,2025-12-05,L07,P09,VND14,2,18700,10850,5,Concluida,37400,1870,35530,21700,13830
VEN00515,2025-01-28,L06,P02,VND12,4,6100,3500,0,Concluida,24400,0,24400,14000,10400
VEN00516,2025-12-22,L07,P09,VND13,1,18700,10850,0,Concluida,18700,0,18700,10850,7850
VEN00517,2025-11-17,L05,P08,VND10,5,16900,9800,5,Concluida,84500,4225,80275,49000,31275
VEN00518,2025-04-27,L05,P05,VND10,1,11500,6650,5,Concluida,11500,575,10925,6650,4275
VEN00519,2025-11-08,L01,P01,VND01,2,4300,2450,0,Concluida,8600,0,8600,4900,3700
VEN00520,2025-08-23,L08,P01,VND15,2,4300,2450,0,Concluida,8600,0,8600,4900,3700
VEN00521,2025-04-08,L07,P10,VND14,3,20500,11900,5,Concluida,61500,3075,58425,35700,22725
VEN00522,2025-03-06,L06,P03,VND11,4,7900,4550,5,Concluida,31600,1580,30020,18200,11820
VEN00523,2025-09-25,L04,P09,VND07,5,18700,10850,0,Concluida,93500,0,93500,54250,39250
VEN00524,2025-04-05,L02,P09,VND03,1,18700,10850,5,Concluida,18700,935,17765,10850,6915
VEN00525,2025-04-23,L08,P05,VND15,4,11500,6650,5,Concluida,46000,2300,43700,26600,17100
VEN00526,2025-12-01,L05,P10,VND09,5,20500,11900,0,Concluida,102500,0,102500,59500,43000
VEN00528,2025-12-06,L07,P03,VND14,4,7900,4550,10,Concluida,31600,3160,28440,18200,10240
VEN00529,2025-08-22,L03,P03,VND05,2,7900,4550,0,Concluida,15800,0,15800,9100,6700
VEN00530,2025-08-24,L05,P11,VND10,5,22300,12950,5,Concluida,111500,5575,105925,64750,41175
VEN00531,2025-07-16,L07,P11,VND13,3,22300,12950,0,Concluida,66900,0,66900,38850,28050
VEN00532,2025-10-29,L01,P08,VND01,1,16900,9800,10,Concluida,16900,1690,15210,9800,5410
VEN00533,2025-03-30,L03,P01,VND06,1,4300,2450,5,Concluida,4300,215,4085,2450,1635
VEN00534,2025-08-06,L01,P04,VND01,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN00535,2025-03-04,L05,P09,VND09,4,18700,10850,0,Concluida,74800,0,74800,43400,31400
VEN00536,2025-09-27,L01,P04,VND02,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN00537,2025-07-08,L05,P04,VND09,1,9700,5600,5,Concluida,9700,485,9215,5600,3615
VEN00538,2025-07-31,L03,P10,VND06,1,20500,11900,10,Concluida,20500,2050,18450,11900,6550
VEN00539,2025-01-11,L04,P12,VND08,3,24100,14000,5,Concluida,72300,3615,68685,42000,26685
VEN00540,2025-10-03,L05,P05,VND10,2,11500,6650,10,Concluida,23000,2300,20700,13300,7400
VEN00541,2025-10-23,L03,P05,VND05,4,11500,6650,5,Concluida,46000,2300,43700,26600,17100
VEN00542,2025-06-28,L02,P04,VND04,2,9700,5600,5,Concluida,19400,970,18430,11200,7230
VEN00543,2025-11-30,L08,P08,VND15,3,16900,9800,5,Concluida,50700,2535,48165,29400,18765
VEN00545,2025-05-27,L07,P06,VND14,5,13300,7700,5,Concluida,66500,3325,63175,38500,24675
VEN00546,2025-03-27,L07,P01,VND14,1,4300,2450,10,Concluida,4300,430,3870,2450,1420
VEN00547,2025-02-10,L04,P02,VND08,1,6100,3500,0,Concluida,6100,0,6100,3500,2600
VEN00548,2025-05-29,L06,P04,VND12,2,9700,5600,5,Concluida,19400,970,18430,11200,7230
VEN00549,2025-06-12,L02,P06,VND03,2,13300,7700,10,Concluida,26600,2660,23940,15400,8540
VEN00550,2025-04-05,L06,P01,VND11,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN00551,2025-09-18,L02,P03,VND03,1,7900,4550,0,Concluida,7900,0,7900,4550,3350
VEN00552,2025-10-23,L08,P03,VND16,3,7900,4550,0,Concluida,23700,0,23700,13650,10050
VEN00553,2025-12-20,L02,P11,VND03,3,22300,12950,10,Concluida,66900,6690,60210,38850,21360
VEN00554,2025-03-24,L01,P03,VND02,3,7900,4550,0,Concluida,23700,0,23700,13650,10050
VEN00555,2025-03-12,L04,P04,VND08,2,9700,5600,0,Concluida,19400,0,19400,11200,8200
VEN00556,2025-07-27,L08,P06,VND15,3,13300,7700,10,Concluida,39900,3990,35910,23100,12810
VEN00557,2025-03-29,L07,P10,VND13,5,20500,11900,0,Concluida,102500,0,102500,59500,43000
VEN00558,2025-04-30,L01,P04,VND01,4,9700,5600,0,Concluida,38800,0,38800,22400,16400
VEN00559,2025-10-01,L03,P07,VND06,3,15100,8750,0,Concluida,45300,0,45300,26250,19050
